0,pop,rap,rock,urbano latino,hip hop,trap latino,dance pop,reggaeton,modern rock,latin pop,classic rock,musica mexicana,pov: indie,permanent wave,alternative metal,corrido,trap,filmi,nueva musica mexicana,k-pop,album rock,edm,contemporary country,soft rock,pop rap,norteno,pop dance,hard rock,sierreno,canadian pop,sad sierreno,mellow gold,uk pop,nu metal,desi pop,country,melodic rap,post-grunge,modern bollywood,banda,alternative rock,sertanejo universitario,art pop,singer-songwriter,country road,atl hip hop,colombian pop,corridos tumbados,french hip hop,urban contemporary,alt z,reggaeton colombiano,arrocha,pop urbaine,southern hip hop,mexican pop,indietronica,sertanejo,latin alternative,gangster rap,k-pop girl group,pop punk,j-pop,rock en espanol,new wave pop,ranchera,german hip hop,chicago rap,k-pop boy group,soul,heartland rock,electro house,neo mellow,italian pop,latin hip hop,latin arena pop,agronejo,latin rock,electropop,pop rock,canadian hip hop,uk dance,conscious hip hop,rap metal,new wave,house,indonesian pop,modern alternative rock,toronto rap,folk rock,indie rock,trap argentino,new romantic,metal,bedroom pop,east coast hip hop,indie pop,italian hip hop,afrobeats,post-teen pop,west coast rap,turkish pop,slap house,miami hip hop,boy band,spanish pop,cloud rap,trap brasileiro,glam metal,punjabi pop,modern country pop,neo soul,hoerspiel,stomp and holler,progressive house,glam rock,progressive electro house,puerto rican pop,country rock,viral pop,rage rap,underground hip hop,piano rock,talent show,synthpop,nigerian pop,dark trap,punk,swedish pop,rap francais,desi hip hop,argentine rock,tropical,psychedelic rock,ccm,big room,grupera,garage rock,tropical house,opm,italian adult pop,detroit hip hop,hip pop,art rock,german pop,modern country rock,sped up,metropopolis,argentine hip hop,europop,mpb,sleep,folk,adult standards,yacht rock,urbano espanol,dance rock,anime,mexican hip hop,brostep,indie folk,chamber pop,british soul,trap triste,disco,polish hip hop,j-rock,metalcore,emo rap,gen z singer-songwriter,folk-pop,indie soul,mexican rock,classical,uk hip hop,pluggnb,blues rock,grunge,christian music,funk metal,reggaeton flow,vocal jazz,drift phonk,turkish rock,alternative hip hop,trap boricua,funk carioca,memphis hip hop,mariachi,melodic metalcore,pop nacional,trap italiana,salsa,dirty south rap,electronica,pop soul,beatlesque,british invasion,pagode,pop reggaeton,dfw rap,indie poptimism,funk,melancholia,soundtrack,g funk,australian pop,rap conscient,queens hip hop,worship,hardcore hip hop,french pop,christian alternative rock,mandopop,outlaw country,quiet storm,brazilian gospel,trap queen,bolero,rain,rock-and-roll,orchestral soundtrack,cantautor,motown,classic soul,japanese teen pop,bachata,progressive rock,eurodance,cali rap,new orleans rap,funk rock,brazilian rock,barbadian pop,emo,white noise,reggae fusion,dream pop,australian dance,gruperas inmortales,brazilian hip hop,spanish hip hop,florida rap,pagode novo,funk mtg,chanson,dutch house,drill,neo-synthpop,pop venezolano,trance,funk rj,gym phonk,neon pop punk,dancehall,brooklyn drill,pixel,turkish hip hop,russian hip hop,classic texas country,north carolina hip hop,k-rap,industrial metal,classic oklahoma country,movie tunes,plugg,sheffield indie,anime rock,britpop,baroque pop,sertanejo pop,indian instrumental,country dawn,atl trap,downtempo,urbano chileno,latin viral pop,tamil pop,australian rock,old school thrash,latin christian,escape room,thrash metal,symphonic rock,chicago drill,girl group,reggae,dutch edm,pop argentino,punjabi hip hop,southern rock,dutch hip hop,turkish trap,sophisti-pop,rap rock,modern blues rock,polish trap,pittsburgh rap,candy pop,lilith,canadian rock,aesthetic rap,melodic drill,otacore,thai pop,shoegaze,new americana,philly rap,kleine hoerspiel,rap latina,sad lo-fi,rockabilly,compositional ambient,trip hop,alternative dance,phonk brasileiro,modern indie pop,screamo,neo-psychedelic,lo-fi study,la indie,afropop,funk paulista,roots reggae,chill house,acoustic pop,nyc rap,musica chihuahuense,nova mpb,bossa nova,afrofuturism,world worship,madchester,socal pop punk,merseybeat,funk consciente,groove metal,classic italian pop,spanish pop rock,power metal,rock nacional brasileiro,pixie,industrial rock,rap marseille,tennessee hip hop,lo-fi indie,tejano,ska argentino,dutch pop,german dance,sad rap,lounge,filter house,german techno,vapor trap,danish pop,trap funk,indie pop rap,florida drill,german metal,easy listening,cancion melodica,tech house,hyperpop,baton rouge rap,classic country pop,pop flamenco,pop edm,children's music,classic bollywood,irish rock,color noise,swedish hip hop,forro,rap conciencia,lo-fi beats,roots rock,uk post-punk,rap canario,german rock,adoracao,grime,show tunes,lullaby,ohio hip hop,skate punk,kentucky hip hop,sufi,jazz,speed metal,broadway,country pop,drill espanol,southern soul,meme rap,samba,la pop,spanish rock,neo-classical,urbano mexicano,australian hip hop,tollywood,rap napoletano,turkish alt pop,noise pop,flamenco urbano,hollywood,russian pop,v-pop,cumbia villera,new jack swing,new french touch,brooklyn indie,norwegian pop,electric blues,indie hip hop,deep house,hamburg hip hop,swedish electropop,swedish trap pop,electro latino,uk alternative pop,canadian trap,cumbia sonidera,pop emo,industrial,cloud rap francais,japanese singer-songwriter,complextro,british blues,salsa puertorriquena,turbo folk,deep underground hip hop,mollywood,czsk hip hop,french indie pop,latin worship,healing hz,vallenato,indonesian singer-songwriter,glitchcore,weirdcore,country rap,oxford indie,gym hardstyle,pakistani hip hop,neue deutsche harte,video game music,azontobeats,environmental,uk metalcore,symphonic metal,canadian singer-songwriter,new rave,jam band,electro,meme,electronic trap,classic j-pop,arrochadeira,jazz blues,french rock,bow pop,ambient pop,dreamo,tamil hip hop,coverchill,hare krishna,nigerian hip hop,stutter house,brazilian reggae,indonesian pop rock,bachata dominicana,cantopop,mexican indie,edmonton indie,classic swedish pop,background piano,bubblegrunge,chillhop,blues,mambo chileno,polish pop,russian trap,jazz pop,german drill,classic canadian rock,australian psych,schlager,hindi hip hop,el paso indie,reggae rock,golden age hip hop,scandipop,indie garage rock,arabesk,comic,belgian edm,melbourne bounce international,turkce drill
chamber pop,9891387,16404077,922326,21956319,16723302,22003272,15050875,22249521,192,9425735,574056,13575176,1551360,895986,5745588,18645840,16398910,1672950,16573440,10221231,1147064,16582752,4802133,870582,16943850,15011729,16916744,2981775,18066852,2177828,16030699,364664,4858840,6610149,11010090,1323648,17166240,6113532,5693424,15568152,170,12465824,16,240,3311606,17300634,18529256,16521588,16497040,11427400,6111072,21422408,18205956,18350224,16580389,10419815,88,10855900,7823678,18244065,19122930,7710778,5096195,8681764,5786704,2603040,14780416,13457073,13156272,1847429,592956,20691549,800464,7595775,22126481,6937920,15798420,7138208,6288716,2678400,12969600,20212335,13858746,8019160,5824995,22281462,1233220,5033367,14499777,348688,3,16682356,6918834,6904416,689156,18252654,65,13168282,18475938,9418725,20215290,3792044,20055200,17821696,10255586,8286725,2596124,15020054,4728780,16213500,4425755,904608,16452107,4,16553769,974946,21522954,11651952,442497,2144254,14100990,10192038,364105,8644648,8247200,17796170,12562738,5915819,4321485,18181128,16334105,1774008,18198072,164096,1198496,20931290,9659639,3164224,14695775,41912,587640,13641715,15789256,20130,6104238,6728544,6137558,2314963,17493679,12961725,1331427,4978731,967288,1917528,1056384,14087248,12302136,2877588,18395145,17822154,60,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
british soul,25536,889862,3212460,3634137,1079568,3800100,193970,3717387,3843182,7986,3636576,1378260,237267,3394465,11468313,3226405,883584,3580200,1608420,123795,5006955,2203230,848331,1202202,852544,2267460,1983352,10060820,2896815,218399,1558512,3049639,16929,11676738,9728,1702894,1354704,8065023,6000,2010164,7762621,351592,1646975,5013024,753984,985388,1084860,1758652,998520,2548,11200,3532776,1565604,1500525,812668,24651,420888,304980,18669,1601677,1169824,9855958,2436448,94468,54999,3410764,666275,240720,715824,7299968,3656525,3281510,1439570,2816,3430572,176088,933981,98298,600,2537430,300850,1977696,613312,8265970,1109385,4907997,405513,4770311,713552,5793792,4374117,1222263,304000,15117756,442980,1945524,2357676,140125,1707915,131835,2460160,3655,1999693,1155504,93940,46587,204108,868462,11155012,818958,1618620,5,9456180,4690000,4595055,3972609,3904516,36512,4539666,227370,525447,43470,2899300,189747,298152,1498268,271104,11462500,39715,1601181,674730,909424,2580578,6764726,7299250,3954500,213624,8673984,147436,3064750,1793376,516246,424434,5898348,2067,1287741,37440,1270827,1375283,263675,2574500,24661140,7885236,13304232,699273,441428,1257372,5698935,1560832,3081000,6848370,7086207,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trap triste,1441017,353430,11367714,1855824,914205,1722554,1773603,2292925,11987760,1218870,10759440,2264881,3472189,11030630,21275925,3701730,163183,7683039,2166183,2913152,14812345,7758075,5618496,6391792,837774,3194886,7418478,20367536,3379336,3220480,1469196,8697060,903575,21701439,706576,4860702,20758,17520747,2097080,3050808,17112798,3266280,4708953,9222714,5177469,217230,1072624,2075817,410112,349206,82368,1758640,1720705,240570,357424,1649634,3884112,2904692,2899401,1342370,3904572,19963056,9993473,3897864,3983654,4906005,220416,138266,6298670,10472676,11358438,9079131,4603488,1368968,2600631,3481460,4094034,4058600,369462,9549648,34048,4389344,1466080,18843840,8445451,7175328,2510671,13021369,30875,11029200,11495448,2,5804225,26119900,1680435,2872518,4975816,599980,1430206,3287086,1763755,1887840,5633320,565378,3042552,3014235,194788,3776,21522608,1645712,5594880,3597467,12115070,9225900,11796488,12914786,9787518,1151595,10377400,1001946,21868,100040,8721119,3864917,5530559,1142246,90900,22843240,2664120,103885,363766,6562254,3035275,15255102,14398544,10805966,1536546,19016734,443080,4899951,5727624,457297,723276,13614822,1964766,7187505,244180,5727500,4712,4105318,5094936,31267574,11171160,16852320,4571040,46736,8655360,14303912,792011,9347754,9040668,11864676,421314,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
disco,1351698,1455438,1267484,4823786,707712,4942080,1433724,4802925,5621520,338140,1000790,608968,1279650,3381597,11998896,1247620,1897040,2055863,1133684,1354700,3439449,6241013,2954432,13299,1336698,716646,6044415,9120171,1237418,1281436,1026243,1544400,1880368,12275845,188240,1426278,4004775,9375080,19829,753765,7160450,604098,3460801,3620431,2533224,2128233,2669940,843413,1077002,108,1980312,5144936,2829763,2287740,1416620,674700,2169396,617272,84000,1096095,3191250,11313540,4482270,249498,96256,3737510,1087356,904376,2315621,16,2283840,7683935,3802810,482517,3633036,1751748,1739192,387612,1017000,4407550,1097868,4825118,114464,8512874,856856,7136534,2679753,6901758,1884324,3684800,5584389,2661537,298783,14995444,2755311,509888,5366877,692593,1260416,1835391,1755065,226925,6295575,1880940,1143695,363792,1647254,1880708,10803780,425181,5307920,1222440,3176250,6624570,8535582,2164545,8343248,149110,2071730,2739296,3807702,396060,2258828,1628980,421876,1053934,2484038,9560199,892980,2561295,1034288,648918,560091,3246275,10873920,8701452,125440,8094594,4004010,5968840,2420847,454044,806372,4583644,76196,3505830,1371232,4279680,1710072,1055460,1459080,24130344,6686014,289,161310,907046,1630343,7710912,888888,7329756,9115650,8326360,70579,3190440,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polish hip hop,711325,3542,7427972,315900,1240,332362,207936,348612,8791776,673416,8336640,1265055,4421378,9242054,17424592,1133319,27972,9602899,1326136,1020600,11078364,2621472,6035884,6535324,1743,1509228,2320819,16321431,1328032,4369680,970176,9090865,2287695,17638450,107940,7741806,409920,14315744,1924288,1442649,13608775,951258,7385040,11672536,6276560,60192,149100,929960,665,42750,1711000,385581,585646,14508,4200,864268,3776896,1562888,1168116,6292,699829,16573248,7445726,1435906,2619459,8828450,5214,12126,1677210,12948957,9637504,2807112,7247760,606400,229272,3028992,944193,2160952,1109208,8378066,50718,839916,4628,11968105,4324047,2643534,5712552,9917137,138918,12501817,11308880,241488,3056578,22269390,6164990,25092,9552852,6192,33277,1794156,40362,2626692,1468871,17892,1599840,1400472,3250080,265515,17584077,48125,7376832,6034269,7982337,13248000,6203120,9139842,3310816,89438,10648132,4505340,662898,35263,8895744,2351934,2738162,24990,207500,16490940,2804134,86878,1242,4896432,683337,12981188,16360520,3954965,1143810,14338540,477120,10783560,7562841,4071,3366,13394160,1248525,6091512,1655682,6507897,37828,1092032,7706440,31106924,15163200,21200032,5519680,27750,2690100,12951615,6490,3071980,15835184,15930930,628482,638278,593600,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
j-rock,2800664,11315640,967200,15735632,11846505,16454596,4821544,15463485,1536,4428636,4363425,15226099,1365323,223795,119660,17931720,12005172,12740070,16432902,1780186,428352,1207500,615398,2725485,9654904,16987592,1288625,200074,17444945,2414373,16700700,4901848,4602224,174932,6746100,9188560,15402869,792,5171793,16744644,144152,5576820,2891724,9637348,1040164,12104477,10068240,16800750,14722092,7926002,9087168,14794379,11012976,16265717,11110896,3404804,1481766,6128086,1976708,12227820,5295570,7320,4,1054800,1798509,15802344,14170954,10375132,606870,18660800,1507506,2147088,2175348,3115210,14678674,1223370,4987785,931200,5320226,86154,12576960,6131095,10048032,6250,305448,11208528,3247905,648,13753969,9768330,651360,16909420,981000,1439409,7952344,12745342,4060017,8952606,13147200,1058441,15228226,3842384,4226776,11029200,1244284,2113902,10851619,17368494,106330,10533600,980784,9523020,25158096,4332360,1577066,696696,2425896,6799688,8267700,8041080,11838996,9531600,2951905,759492,1263810,13419150,8527388,204271,1543185,17225856,12503152,835920,17292418,5662440,360591,1355451,11209983,22451,8499930,6253938,4335318,11365496,9375795,3154796,2423223,127006,7685795,562495,16964208,2201190,12617484,18832667,17658914,23746085,6624236,14070996,528840,30,15149868,947676,12069180,5192655,6594824,15995785,7617348,11866504,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metalcore,11381191,21440272,6599502,29192108,21851094,29770416,13993005,28953750,2384960,13614336,11107194,27265284,8484806,4066156,74987,30331664,22250292,19889628,29110364,10570080,4630158,7310688,7795521,10189458,20058267,28963084,7627850,997084,29641464,10341760,28663872,12153600,13066222,5719,16151200,17169624,26303568,459118,13807368,29052049,1736931,15950520,8458452,15528552,8691474,22308946,22303374,28809594,25871976,17143077,17968727,28384217,23444245,27913776,21398880,12680448,7830592,15784891,10291593,23236856,15645700,154,4271940,8969035,9682210,23618712,24085950,19646550,8547399,22980629,7775704,8210010,9245536,11302767,27793968,9989265,15467620,8768354,13223895,4630886,22060722,14185584,19244048,465340,6620070,18855154,11109025,1599910,23593356,16122480,4457887,27268219,8456344,76954,15248597,23308712,10656360,19168416,25337754,9392942,26630808,12318240,11940376,20959470,9002000,11255530,16586240,27505920,450109,22242264,8094606,15822305,34637772,10519533,5548120,5929362,8182592,16540849,15149848,16086622,21503878,17682240,9979365,8525896,8699796,25270836,15801920,436856,9471000,28696283,22647996,7571324,29495800,11603250,2618700,6598839,22175720,1075083,17923518,12686040,11924655,20601420,19641774,8205120,10214456,6084240,14666510,6090765,27444144,10678082,18932023,13367025,22532994,28524188,14136759,24316578,6903078,2013635,26643924,6770624,17787484,9361487,15079955,25995816,16258725,22384980,1042580,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emo rap,437510,2694740,4339008,7375533,4371414,7197710,2746995,7802217,3263865,866848,5771916,8412262,159200,2184960,10318095,11343252,2007019,6560658,8652138,1217425,5307416,3358944,636270,1494048,3727920,10325500,3404625,9591750,10671456,314496,7469832,3512098,21090,10809136,1688226,2356744,1469412,7158004,782955,10214694,6620163,4818985,157076,4941090,439268,2320257,5011584,8092608,3992019,1184512,12100,7017408,6838853,3947417,2610928,806996,168259,3725630,1148496,5427411,5756700,9286108,2581120,1602900,809944,5461197,2362488,1101570,3443538,9646140,3743901,5340432,271999,310812,8204592,492795,6241392,1133412,7056,1618929,991440,5588836,4764060,9107712,2635732,7940200,42188,3831456,1207381,6633404,1851360,2175255,1616304,13882728,26956,7650258,256770,2015311,6790730,702520,6771223,174135,4243336,3320616,799792,1138816,1,1738728,10621344,6048455,446775,1518227,16568646,1586508,4361184,4631068,5738350,3209518,6103252,70350,235872,530334,2560352,792650,1689375,6303696,16,12809418,180405,3381504,3305888,1445948,10770552,8221041,2710568,5491092,5003013,8718410,491398,441344,1419550,2384865,3385209,4399464,356096,1534928,9605,274516,3670648,2664375,3730775,20882448,8306932,14804136,1464176,1699464,4431608,3814965,5426095,4409430,3158397,3132000,148938,313821,4374209,3535538,6536712,13681595,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gen z singer-songwriter,4978434,7280991,4958124,12107550,9115832,11901802,9501000,13000384,10158372,3241511,2639070,4809053,1340922,5670644,18098080,8157552,6228210,647501,5220865,6997542,8054935,17627060,2423030,1513875,8843070,6074530,17280640,14968765,6987376,609450,4007988,1070004,304072,19041333,3839136,63894,5415000,15399943,1420639,6935980,12477510,5783448,1750413,380094,1710936,7288476,8163372,4528056,6556032,4262475,1,11242704,7422158,6877167,7227024,4662028,6881380,2876742,5694267,10432368,13616395,16951830,8751105,7458430,5037660,91233,5876730,5157504,12449668,734720,3394227,20156802,436506,3315576,13568236,3279360,7842739,6496450,1623780,4989024,3634650,16152975,8291808,19092110,10825920,20983752,293001,11874584,4269586,659316,5526711,5068288,8640786,21736380,111338,12808305,402467,5863560,9329680,5784512,12175240,1155810,17031116,9043136,6799808,4408524,213378,3471442,16898256,7988565,1500794,50350,9604234,732096,21219842,6149920,21261361,5428720,1001742,2047,4787848,3457256,1249500,5899296,9904392,8357412,5874024,19839512,2053330,6044338,7333255,3404148,9141216,4103334,7027920,21047697,3006861,14956524,7674968,61440,321440,6230470,8036069,4127088,2864585,5063758,2760738,4556180,6429125,10761696,138320,28115152,352674,2148674,834802,3917648,15666936,10258562,8369504,19135978,213888,2423872,1589588,1506106,5596710,7821765,13748480,22282074,345092,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folk-pop,2701511,8453313,1045504,14667468,9959519,14753711,7024290,15061430,2243880,2404020,854488,8156464,130210,886032,7669125,12257219,7894989,1396696,9278950,3560744,1563847,9894303,312476,204204,8965662,9931544,9939577,4637712,11044584,38148,8353094,275420,180234,8594898,4167532,282861,7976331,5321043,982890,10330200,2912908,4132292,120800,484925,145824,8865076,9063866,8773985,9134164,4744677,485528,13531968,8708700,10088310,8347712,2801598,1560908,2201804,2656670,11199060,11166960,7169384,2122110,3057739,1780618,1260612,8204180,6210490,5923098,2593404,551600,13919580,143,1604505,15183100,882322,5357114,2207872,1237446,764778,5871817,13140924,8448360,7451240,2970072,17692920,2750,2884200,6880005,712215,689024,8835588,2854404,10977422,40145,12824630,448,5861024,11152680,1986906,13675755,476364,12478994,9892890,2694276,1922700,688708,7768800,6555240,9043758,64842,249919,16297884,5,12243928,1228234,15039570,5324860,706580,36300,5497954,4346772,109340,1966635,3766581,10507320,5688384,8530038,454894,9840067,9114546,620200,12701424,1286520,1100442,13947410,4565325,4261260,6235002,1100,13832,7439824,8167104,716680,1215841,1066524,2245638,722464,10094260,6050868,845127,18979824,1687658,4723911,404976,6917665,7372288,2347860,11079893,11264301,303000,333454,1860480,4540545,4719876,8747146,3999990,11823820,189216,118401,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
indie soul,2016077,1784602,5456640,5181072,1160922,5353365,2050930,5170020,8044128,3245700,5483366,3785600,1410360,5687372,14522508,7351848,2051841,4427416,6233868,1873220,8120574,3532008,8230628,3291210,2309472,4616163,3595620,13380024,8322318,3449250,6337260,5254944,2090564,14710395,1538084,3826312,2151307,12439200,1304464,3911360,10033672,7592300,1185048,6081866,6166632,1560348,5962925,7397697,1269927,547824,1127984,6418930,8915736,1991763,2026509,3252150,68,9373896,1032885,2205725,3656562,14625228,6417000,2189763,1148924,4973700,225981,426240,4213139,7163928,6535914,4349478,4505724,1253856,4532280,5004194,11937596,1943760,53725,7256151,438334,2771120,856152,12222990,3155571,3397671,2128351,8951928,1042905,7456000,5347860,872480,1748455,17020952,407365,1723904,3031032,1087330,2753730,4127534,2276820,511995,3220914,1624714,3512600,3318961,12000,536734,14603680,2716200,10998366,2016741,7970140,6064527,4233660,6650050,4572160,1916820,6172956,1600482,1178175,50274,5583089,3860875,1351625,2293125,166881,14827400,1964982,2147464,538951,3063520,4183025,8096472,10811556,5626257,2271934,11985335,385884,4069530,4822690,420099,1518539,6702330,932844,9542780,1073,2660399,816611,2153880,2849234,20944760,8495630,12837114,1381794,556905,3114918,8864982,1899072,4807077,6941440,7045720,57442,412111,525225,800798,10905920,17864042,329952,4668338,3997400,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
